"state","region","year","public","hwy","water","other","private","gsp","emp","unemp"
12,3,1986,24924.849609375,9.26551055908203,8.12479305267334,9.30387306213379,11.3742837905884,11.2374877929688,7.70607280731201,6.80000019073486
13,4,1970,14728.509765625,9.06933784484863,7.22802543640137,8.44808769226074,10.4163246154785,10.2809991836548,6.77639293670654,3.70000004768372
13,4,1971,15311.0302734375,9.09683418273926,7.2802562713623,8.50363540649414,10.4579315185547,10.2857522964478,6.7829852104187,4.19999980926514
13,4,1972,15657.48046875,9.12086200714111,7.31857919692993,8.51825904846191,10.4870119094849,10.3468580245972,6.81596899032593,3.59999990463257
13,4,1973,16006.4697265625,9.15105724334717,7.31883764266968,8.53180980682373,10.5372533798218,10.4281568527222,6.86828660964966,2.90000009536743
13,4,1974,16159.2001953125,9.1665620803833,7.32514905929565,8.53100490570068,10.5830574035645,10.4220132827759,6.90675497055054,3
13,4,1975,16414.3203125,9.17755699157715,7.35740327835083,8.55045032501221,10.6229972839355,10.4451723098755,6.90645456314087,4.30000019073486
13,4,1976,16766.51953125,9.18707466125488,7.42783403396606,8.57816219329834,10.6889600753784,10.4843616485596,6.94399070739746,4
13,4,1977,17166.759765625,9.20513248443604,7.50807952880859,8.59340953826904,10.7504215240479,10.5261316299438,6.98397541046143,4
13,4,1978,17407.4296875,9.21423149108887,7.58682870864868,8.59348392486572,10.7784881591797,10.5735454559326,7.02036952972412,4
13,4,1979,17722.6796875,9.2214994430542,7.65656900405884,8.61177062988281,10.8128290176392,10.5932035446167,7.03147602081299,4.09999990463257
13,4,1980,17928.919921875,9.2285099029541,7.67236709594727,8.6300573348999,10.8499250411987,10.5692377090454,7.01202535629272,5.80000019073486
13,4,1981,18050.51953125,9.22903633117676,7.67533731460571,8.64949226379395,10.7786598205566,10.6122617721558,6.99264764785767,6.90000009536743
13,4,1982,18141.759765625,9.22895526885986,7.66519117355347,8.66923904418945,10.7934045791626,10.5356636047363,6.94880104064941,8.5
13,4,1983,18240.5,9.22887325286865,7.68892240524292,8.67751121520996,10.7940807342529,10.48952293396,6.94736051559448,8.10000038146973
13,4,1984,18203.48046875,9.22993087768555,7.71980953216553,8.65749549865723,10.7942924499512,10.5636978149414,6.97979688644409,7
13,4,1985,18288.609375,9.23857688903809,7.74927091598511,8.64511871337891,10.8154048919678,10.580099105835,6.97933149337769,8
13,4,1986,18436.1796875,9.24932098388672,7.78065395355225,8.6384973526001,10.6738262176514,10.6072034835815,6.97895908355713,7
14,4,1970,11115.5703125,8.69765090942383,7.27891874313354,8.20993995666504,10.4105386734009,10.1777420043945,6.52032661437988,4.80000019073486
14,4,1971,11595.0302734375,8.71573257446289,7.32356023788452,8.28937339782715,10.4375534057617,10.2017383575439,6.51885223388672,5.5
14,4,1972,11854.0595703125,8.73656368255615,7.33158397674561,8.31869316101074,10.4591732025146,10.2516765594482,6.57577276229858,4
14,4,1973,12137.400390625,8.75912284851074,7.32231903076172,8.35589027404785,10.4962377548218,10.2916707992554,6.63765096664429,3.09999990463257
14,4,1974,12412.4599609375,8.77779006958008,7.34115982055664,8.38513278961182,10.5344572067261,10.2923488616943,6.67203283309937,3.5
14,4,1975,12792.33984375,8.78612041473389,7.37735271453857,8.44466304779053,10.5669021606445,10.2931623458862,6.686110496521,4.59999990463257
14,4,1976,13023.8896484375,8.79912185668945,7.39816808700562,8.46852207183838,10.6281957626343,10.3305511474609,6.72719192504883,4.19999980926514
14,4,1977,13386.599609375,8.81782341003418,7.43348932266235,8.50539398193359,10.6273107528687,10.3427743911743,6.7696418762207,4.09999990463257
14,4,1978,13726.240234375,8.8292236328125,7.47152805328369,8.54441356658936,10.6520185470581,10.3807153701782,6.81618785858154,3
14,4,1979,14157.6796875,8.833984375,7.51654195785522,8.60445308685303,10.6848659515381,10.4246597290039,6.85308790206909,3.40000009536743
14,4,1980,14479.9404296875,8.84214687347412,7.54403066635132,8.64306640625,10.7206583023071,10.3995246887207,6.85086727142334,4.5
14,4,1981,14855.01953125,8.8563346862793,7.57713747024536,8.6798677444458,10.7760105133057,10.4254608154297,6.85614633560181,4.19999980926514
14,4,1982,15082.150390625,8.86843585968018,7.60993671417236,8.69279861450195,10.811128616333,10.4129219055176,6.82589435577393,6.30000019073486
14,4,1983,15062.8798828125,8.87496280670166,7.62747621536255,8.67562294006348,10.8135318756104,10.4234113693237,6.82611131668091,6.09999990463257
14,4,1984,15116.0595703125,8.8787317276001,7.65985012054443,8.66852951049805,10.8189630508423,10.4795951843262,6.86776638031006,5.19999980926514
14,4,1985,15145.490234375,8.88500499725342,7.68796968460083,8.65533828735352,10.8403224945068,10.5067100524902,6.87512874603271,5
14,4,1986,15216.66015625,8.8971061706543,7.71091318130493,8.64352416992188,10.8463668823242,10.5396146774292,6.89243841171265,5.40000009536743
15,6,1970,16035.08984375,9.10734462738037,7.44235229492188,8.57678413391113,10.326322555542,10.3791627883911,6.81355428695679,5
15,6,1971,16706.919921875,9.13566493988037,7.44500875473022,8.65087890625,10.3679361343384,10.4125919342041,6.83679628372192,5.5
15,6,1972,17169.23046875,9.17020416259766,7.44347667694092,8.67487335205078,10.4040966033936,10.4730815887451,6.89598608016968,4.80000019073486
15,6,1973,17697.130859375,9.21118068695068,7.45192670822144,8.69375610351562,10.4352788925171,10.5268821716309,6.94562911987305,4.40000009536743
15,6,1974,18263.75,9.24693393707275,7.48068189620972,8.71892356872559,10.4840784072876,10.5309753417969,6.9715747833252,4.5
15,6,1975,18624.44921875,9.25967979431152,7.55313444137573,8.73423385620117,10.5285243988037,10.5109949111938,6.96375751495361,7.30000019073486
15,6,1976,18945.259765625,9.26747703552246,7.61083793640137,8.75420665740967,10.6355562210083,10.5748491287231,7.0058798789978,5.59999990463257
15,6,1977,19294.599609375,9.27815818786621,7.66152238845825,8.77460861206055,10.6686277389526,10.6246633529663,7.0460376739502,4.69999980926514
15,6,1978,19572.859375,9.28821277618408,7.68237161636353,8.79380035400391,10.7010545730591,10.6712322235107,7.0982928276062,5.19999980926514
15,6,1979,19948.6796875,9.30727386474609,7.71700429916382,8.80756187438965,10.7381982803345,10.6962089538574,7.1272120475769,5.59999990463257
15,6,1980,20585.009765625,9.3385009765625,7.76776742935181,8.83265495300293,10.7764205932617,10.6604776382446,7.09837579727173,8
15,6,1981,21116.390625,9.36915111541748,7.78342819213867,8.85291385650635,10.778621673584,10.6826972961426,7.08673810958862,8.39999961853027
15,6,1982,21308.33984375,9.3871374130249,7.77914476394653,8.85140705108643,10.8024682998657,10.65221118927,7.05677843093872,11
15,6,1983,21162.33984375,9.39333629608154,7.7685546875,8.82308864593506,10.8141784667969,10.6612043380737,7.04951524734497,12
15,6,1984,21032.33984375,9.39734268188477,7.76227712631226,8.79872512817383,10.8211126327515,10.7363529205322,7.10151147842407,9.30000019073486
15,6,1985,21052.490234375,9.40686321258545,7.76445722579956,8.78347015380859,10.8422298431396,10.7526340484619,7.13113880157471,9.5
15,6,1986,20959.33984375,9.40418434143066,7.75720930099487,8.77676773071289,10.8572931289673,10.7685270309448,7.14999532699585,9.30000019073486
16,7,1970,19638.310546875,9.19941902160645,7.88638973236084,8.86589336395264,11.490704536438,11.0455741882324,6.94080305099487,6.59999990463257
16,7,1971,20066.640625,9.22647476196289,7.91387939453125,8.87752151489258,11.5077514648438,11.0798473358154,6.96214866638184,7
16,7,1972,20887.6796875,9.24881076812744,7.92666387557983,8.95225715637207,11.5159168243408,11.1189785003662,7.028733253479,6.09999990463257
16,7,1973,21408.19921875,9.26919460296631,7.91323566436768,8.99575710296631,11.5262012481689,11.1139392852783,7.06995916366577,6
16,7,1974,21787.150390625,9.28784656524658,7.90614938735962,9.02006816864014,11.5498542785645,11.0808954238892,7.10726165771484,6.69999980926514
16,7,1975,22175.859375,9.30415821075439,7.90893840789795,9.0443754196167,11.5765066146851,11.0529193878174,7.1304988861084,7.40000009536743
16,7,1976,22682.169921875,9.33021545410156,7.94429016113281,9.05825996398926,11.5165033340454,11.102518081665,7.18113565444946,6.80000019073486
16,7,1977,23389.41015625,9.3617000579834,7.98521900177002,9.08455467224121,11.5418214797974,11.130331993103,7.2186164855957,7
16,7,1978,24102.4609375,9.39111995697021,8.02322769165039,9.11272144317627,11.5766038894653,11.1874856948853,7.28858613967896,7
16,7,1979,24446.119140625,9.40327835083008,8.04188919067383,9.12799739837646,11.6180267333984,11.2075004577637,7.3247537612915,6.69999980926514
16,7,1980,24568.44921875,9.4015941619873,8.03705215454102,9.14498043060303,11.6710176467896,11.2293949127197,7.36448383331299,6.69999980926514
16,7,1981,24789.759765625,9.40573406219482,8.02848148345947,9.16584300994873,11.6776895523071,11.2559928894043,7.39664220809937,8.39999961853027
16,7,1982,25087,9.41433048248291,8.04009532928467,9.18206787109375,11.7316875457764,11.2351016998291,7.38212442398071,10
16,7,1983,25422.9609375,9.4293270111084,8.0468635559082,9.19530963897705,11.7645416259766,11.1918249130249,7.35576868057251,12
16,7,1984,25932.73046875,9.45917701721191,8.05350875854492,9.20659351348877,11.7762870788574,11.2298860549927,7.37869596481323,10
16,7,1985,26477.7890625,9.48273754119873,8.07510662078857,9.2235746383667,11.8003587722778,11.2088022232056,7.37224388122559,12
16,7,1986,26617.470703125,9.49339008331299,8.09408187866211,9.21738910675049,11.8102445602417,11.1347055435181,7.32547807693481,13
17,1,1970,3868.8701171875,7.699294090271,6.17937469482422,7.07275247573853,9.13832092285156,9.08749485015869,5.80573701858521,5.69999980926514
17,1,1971,3999.86010742188,7.72153902053833,6.20451736450195,7.12966585159302,9.16770458221436,9.10030269622803,5.80603790283203,7.59999990463257
17,1,1972,4167.60986328125,7.75580167770386,6.225745677948,7.1906156539917,9.20091724395752,9.15366458892822,5.83976936340332,7
17,1,1973,4272.259765625,7.79464626312256,6.24548625946045,7.19218969345093,9.23556423187256,9.20522689819336,5.87155437469482,5.90000009536743
17,1,1974,4394.330078125,7.81809234619141,6.30946350097656,7.21481323242188,9.282470703125,9.20793724060059,5.89026212692261,6.69999980926514
17,1,1975,4529.85986328125,7.83013153076172,6.36213111877441,7.26900386810303,9.32585430145264,9.1769905090332,5.87745571136475,10
17,1,1976,4593.66015625,7.831383228302,6.41439294815063,7.28939867019653,9.30720806121826,9.26435470581055,5.92772579193115,8.89999961853027
17,1,1977,4662.83984375,7.8327202796936,6.51214647293091,7.29151296615601,9.32380962371826,9.2979850769043,5.96048974990845,8.39999961853027
17,1,1978,4813.68017578125,7.83652400970459,6.76017141342163,7.25805997848511,9.34958553314209,9.34434700012207,6.00536727905273,6.19999980926514
17,1,1979,4931.1298828125,7.84064340591431,6.89154434204102,7.24804878234863,9.38677501678467,9.37288475036621,6.03044462203979,7.19999980926514
17,1,1980,4991.8701171875,7.84531831741333,6.93097352981567,7.25463056564331,9.42582225799561,9.36999034881592,6.03619861602783,7.80000019073486
17,1,1981,5009.0498046875,7.84741115570068,6.94766807556152,7.25080585479736,9.37021160125732,9.39374446868896,6.03834819793701,7.19999980926514
17,1,1982,4976.60009765625,7.83872175216675,6.94015455245972,7.24901580810547,9.40055370330811,9.40087795257568,6.0294828414917,8.60000038146973
17,1,1983,4952.990234375,7.83999395370483,6.93094444274902,7.23659133911133,9.41804885864258,9.45821571350098,6.05208921432495,9
17,1,1984,4941.740234375,7.83860349655151,6.92516279220581,7.23528051376343,9.43154811859131,9.52164173126221,6.09964609146118,6.09999990463257
17,1,1985,4942.5498046875,7.83473682403564,6.94415473937988,7.2288236618042,9.45853900909424,9.56367015838623,6.12774229049683,5.40000009536743
17,1,1986,4939.7001953125,7.83805131912231,6.95127439498901,7.21521806716919,9.5410270690918,9.61953163146973,6.16835451126099,5.30000019073486
18,5,1970,19145.009765625,8.91823673248291,8.32055759429932,8.93203258514404,10.2790288925171,10.6682806015015,7.20726728439331,3.29999995231628
18,5,1971,20023.609375,8.95689392089844,8.33125114440918,9.00095081329346,10.3297739028931,10.6944646835327,7.22366046905518,4.19999980926514
18,5,1972,21126.689453125,9.01085948944092,8.33468532562256,9.07900619506836,10.3723726272583,10.7390232086182,7.25488471984863,4.69999980926514
18,5,1973,22060.7890625,9.03437232971191,8.36558628082275,9.14609050750732,10.4167165756226,10.7940092086792,7.29403734207153,3.5
18,5,1974,23017.83984375,9.07497310638428,8.39439964294434,9.19641017913818,10.4734678268433,10.789608001709,7.30894470214844,3.70000004768372
18,5,1975,24189.5,9.11478042602539,8.44198894500732,9.2556095123291,10.5223388671875,10.7737550735474,7.29932451248169,6.90000009536743
18,5,1976,25322.849609375,9.14079761505127,8.51210403442383,9.30746936798096,10.4656534194946,10.8042182922363,7.31208658218384,6.80000019073486
18,5,1977,26238.150390625,9.17064571380615,8.5543270111084,9.3447093963623,10.4877977371216,10.8298673629761,7.34316730499268,6.09999990463257
18,5,1978,26910.220703125,9.19153118133545,8.56914234161377,9.37838935852051,10.5205183029175,10.8650770187378,7.3937554359436,5.59999990463257
18,5,1979,27644.439453125,9.20551109313965,8.60428619384766,9.41227149963379,10.561728477478,10.8743419647217,7.43325281143188,5.90000009536743
18,5,1980,28081.9609375,9.21213912963867,8.6228494644165,9.4340238571167,10.6065187454224,10.8659172058105,7.44530057907104,6.5
18,5,1981,28715.83984375,9.22210311889648,8.65050506591797,9.46377944946289,10.6109819412231,10.8823957443237,7.44763469696045,7.30000019073486
18,5,1982,28850.4296875,9.22628402709961,8.66352462768555,9.46512413024902,10.6417121887207,10.8701477050781,7.4240460395813,8.39999961853027
18,5,1983,29101.830078125,9.25541210174561,8.66161918640137,9.46218204498291,10.6593637466431,10.9209442138672,7.45246028900146,6.90000009536743
18,5,1984,29214.119140625,9.27509498596191,8.64536285400391,9.46198749542236,10.6803779602051,10.9840211868286,7.50328969955444,5.40000009536743
18,5,1985,29451.51953125,9.29148483276367,8.69048404693604,9.44621658325195,10.71706199646,11.0377721786499,7.54316759109497,4.59999990463257
18,5,1986,29577.4609375,9.30412101745605,8.68140697479248,9.4495096206665,10.8048257827759,11.088399887085,7.57660961151123,4.5
19,1,1970,21923.279296875,9.05273723602295,7.71432018280029,9.31840324401855,10.5431699752808,11.0733194351196,7.71579265594482,4.59999990463257
19,1,1971,23177.830078125,9.09057235717773,7.76771259307861,9.38794326782227,10.5897874832153,11.0863800048828,7.70138120651245,6.59999990463257
19,1,1972,24385.08984375,9.10748291015625,7.84023809432983,9.45889568328857,10.6325178146362,11.1286735534668,7.71944093704224,6.40000009536743
19,1,1973,25765.2109375,9.10865783691406,7.92120885848999,9.54516410827637,10.6779556274414,11.1686868667603,7.75512456893921,6.69999980926514
19,1,1974,27100.330078125,9.11324119567871,7.9597544670105,9.62656688690186,10.7351579666138,11.141209602356,7.76374387741089,7.19999980926514
19,1,1975,28204.279296875,9.11762809753418,7.99985980987549,9.68714427947998,10.7835597991943,11.1041746139526,7.72889995574951,11
19,1,1976,28752.8203125,9.11618328094482,8.0704870223999,9.70824813842773,10.7149629592896,11.1341075897217,7.75083017349243,9.5
19,1,1977,29171.970703125,9.11582088470459,8.12160205841064,9.72361087799072,10.7377367019653,11.1740627288818,7.78986835479736,8.10000038146973
19,1,1978,29202.119140625,9.11862373352051,8.15078544616699,9.71790313720703,10.7698421478271,11.2060604095459,7.83451128005981,6.09999990463257
19,1,1979,29455.5,9.12367630004883,8.22096538543701,9.71520233154297,10.8110361099243,11.2276401519775,7.86461210250854,5.5
19,1,1980,29999.2109375,9.1210880279541,8.29789924621582,9.73137187957764,10.856348991394,11.2290897369385,7.88314485549927,5.59999990463257
19,1,1981,30166.119140625,9.11538887023926,8.34665393829346,9.73245620727539,10.8994436264038,11.2579040527344,7.88919687271118,6.40000009536743
19,1,1982,30190.869140625,9.11344909667969,8.3612060546875,9.73130226135254,10.9329452514648,11.2537145614624,7.87777614593506,7.90000009536743
19,1,1983,30221.76953125,9.10876941680908,8.37115859985352,9.73311233520508,10.9550790786743,11.3204202651978,7.8982253074646,6.90000009536743
19,1,1984,30352.689453125,9.10847187042236,8.38503646850586,9.7374439239502,10.9799356460571,11.4151363372803,7.9557056427002,4.80000019073486
19,1,1985,30497.509765625,9.10544395446777,8.40100765228271,9.74342346191406,11.0215787887573,11.4793481826782,7.98139142990112,3.90000009536743
19,1,1986,30795.560546875,9.10328483581543,8.42484569549561,9.75567531585693,11.1501493453979,11.5354595184326,8.00128841400146,3.79999995231628
20,3,1970,44684.8203125,9.79394721984863,9.03366088867188,9.8189868927002,11.3475313186646,11.5344133377075,8.0060338973999,6.69999980926514
20,3,1971,45993.76953125,9.81130313873291,9.05540370941162,9.86216163635254,11.3831243515015,11.5816679000854,8.00469970703125,7.59999990463257
20,3,1972,46772.91015625,9.82138633728027,9.0991096496582,9.87313270568848,11.4190464019775,11.6425228118896,8.0452356338501,7
20,3,1973,47923.55078125,9.84344387054443,9.16496086120605,9.87984752655029,11.4542627334595,11.7198667526245,8.09690856933594,5.80000019073486
20,3,1974,48793.4296875,9.86063003540039,9.19900798797607,9.89066410064697,11.5036067962646,11.6595849990845,8.09486675262451,8.69999980926514
20,3,1975,49789.58984375,9.87288284301758,9.21840858459473,9.91893768310547,11.5493659973145,11.601092338562,8.05089473724365,13
20,3,1976,50687.48828125,9.88286590576172,9.23345279693604,9.9456787109375,11.5553216934204,11.694655418396,8.09651279449463,9.39999961853027
20,3,1977,51302.33984375,9.89347362518311,9.24659633636475,9.95856285095215,11.5776557922363,11.7697277069092,8.14389514923096,8.19999980926514
20,3,1978,51494.33984375,9.90250015258789,9.24477005004883,9.96004676818848,11.6081962585449,11.8148584365845,8.19129657745361,6.90000009536743
20,3,1979,51707.359375,9.90362930297852,9.25782108306885,9.96261787414551,11.6477766036987,11.7969379425049,8.19894218444824,7.80000019073486
20,3,1980,51922.3515625,9.90330696105957,9.27277374267578,9.96560478210449,11.6902179718018,11.7065162658691,8.14404010772705,12
20,3,1981,52276.3984375,9.90469264984131,9.29654026031494,9.96890258789062,11.629340171814,11.6814527511597,8.12100505828857,12
20,3,1982,51955.87890625,9.89753532409668,9.28345394134521,9.9672155380249,11.6605806350708,11.5956754684448,8.06881046295166,16
20,3,1983,51305.62109375,9.88911056518555,9.26658058166504,9.95287704467773,11.6793355941772,11.6462230682373,8.07809925079346,14
20,3,1984,50724.55078125,9.87844848632812,9.26712894439697,9.93473339080811,11.6934032440186,11.7271175384521,8.12592697143555,11
20,3,1985,50392.7890625,9.87292098999023,9.24863815307617,9.93326377868652,11.7219696044922,11.7861309051514,8.17793750762939,9.89999961853027
20,3,1986,49879.2890625,9.86184120178223,9.22798824310303,9.92901229858398,11.7372589111328,11.8235893249512,8.20448017120361,8.80000019073486
21,4,1970,21948.4296875,9.23837661743164,8.21141242980957,8.98486423492432,10.6756200790405,10.6390714645386,7.18181991577148,4.19999980926514
21,4,1971,23056.359375,9.28134822845459,8.22695064544678,9.05719375610352,10.7173662185669,10.6564826965332,7.1779351234436,4.40000009536743
21,4,1972,24023.529296875,9.30698013305664,8.24031925201416,9.12892818450928,10.755410194397,10.6947364807129,7.21310520172119,4.30000019073486
21,4,1973,24731.1796875,9.32120418548584,8.24532127380371,9.18491840362549,10.7963447570801,10.7748851776123,7.26968622207642,4.40000009536743
21,4,1974,25333.9296875,9.33848857879639,8.28021717071533,9.21250343322754,10.8478994369507,10.768105506897,7.30047273635864,4.30000019073486
21,4,1975,25910.970703125,9.35488986968994,8.29397487640381,9.24532890319824,10.8929986953735,10.7572002410889,7.29600620269775,5.90000009536743
21,4,1976,26485.990234375,9.36050701141357,8.32870960235596,9.28030014038086,10.812442779541,10.7953834533691,7.32705736160278,5.90000009536743
21,4,1977,27080.2109375,9.37148094177246,8.36419773101807,9.30937385559082,10.8548383712769,10.8524580001831,7.37607002258301,5.09999990463257
21,4,1978,27464.669921875,9.38266372680664,8.40180015563965,9.31730556488037,10.8877563476562,10.8992919921875,7.43206977844238,3.79999995231628
21,4,1979,27832.94921875,9.3914794921875,8.43641471862793,9.32680130004883,10.9273729324341,10.9373655319214,7.47703838348389,4.19999980926514
21,4,1980,28055.26953125,9.39888572692871,8.45986938476562,9.32891464233398,10.9690637588501,10.9308547973633,7.47884798049927,5.90000009536743
21,4,1981,28460.939453125,9.40624332427979,8.47382164001465,9.35089111328125,10.9689102172852,10.9463758468628,7.4738073348999,5.5
21,4,1982,28590.720703125,9.41019535064697,8.48346424102783,9.35394668579102,10.9916276931763,10.9316596984863,7.44266843795776,7.80000019073486
21,4,1983,28694.099609375,9.4156665802002,8.50003051757812,9.35009574890137,10.9999542236328,10.9537324905396,7.4491491317749,8.19999980926514
21,4,1984,28718.01953125,9.42657661437988,8.49676990509033,9.34181976318359,11.0082378387451,11.046594619751,7.50648212432861,6.30000019073486
21,4,1985,28959.4296875,9.43904781341553,8.48721599578857,9.35334491729736,11.0338439941406,11.0892400741577,7.53090906143188,6
21,4,1986,29241,9.45347690582275,8.47836303710938,9.3655481338501,11.0108261108398,11.1289825439453,7.54565382003784,5.30000019073486
22,6,1970,10016.0703125,8.50442409515381,6.71495914459229,8.35581970214844,10.024338722229,9.75880813598633,6.36972999572754,4.80000019073486
22,6,1971,10497.8203125,8.53983497619629,6.75868654251099,8.41666984558105,10.0672187805176,9.79962635040283,6.40058946609497,4.80000019073486
22,6,1972,10844.1396484375,8.57979965209961,6.78858852386475,8.44105529785156,10.0923500061035,9.8699312210083,6.47589492797852,3.90000009536743
22,6,1973,11076.23046875,8.61094188690186,6.82775926589966,8.44713306427002,10.1053276062012,9.93328857421875,6.54131841659546,3.59999990463257
22,6,1974,11239.4501953125,8.63751316070557,6.85764026641846,8.44441604614258,10.1458673477173,9.91383361816406,6.56639099121094,4.09999990463257
22,6,1975,11515.5595703125,8.65487480163574,6.91909074783325,8.46928596496582,10.1821346282959,9.91264533996582,6.54001951217651,8.30000019073486
22,6,1976,11799.740234375,8.67333698272705,6.97740268707275,8.49344158172607,10.2445974349976,10.0115346908569,6.58961391448975,6.59999990463257
22,6,1977,12061.4501953125,8.70448589324951,7.00311994552612,8.50339412689209,10.2558326721191,10.0701875686646,6.64105176925659,7.40000009536743
22,6,1978,12274.3896484375,8.72951984405518,7.00451898574829,8.51519680023193,10.2833976745605,10.1218194961548,6.70159196853638,7.09999990463257
22,6,1979,12384.91015625,8.73616981506348,7.03469610214233,8.52228832244873,10.3197860717773,10.1507768630981,6.7311372756958,5.80000019073486
22,6,1980,12454.0400390625,8.74309730529785,7.02359867095947,8.52990055084229,10.3590564727783,10.1299057006836,6.72058200836182,7.5
22,6,1981,12547.3603515625,8.75656318664551,7.01387929916382,8.53369045257568,10.3795328140259,10.1665058135986,6.70820617675781,8.30000019073486
22,6,1982,12603.349609375,8.76753044128418,7.01844644546509,8.52991580963135,10.4102649688721,10.1478834152222,6.67317152023315,11
22,6,1983,12613.8798828125,8.78231239318848,7.02957487106323,8.51045036315918,10.4267749786377,10.1491746902466,6.67557096481323,13
22,6,1984,12509.3701171875,8.79228973388672,7.01883125305176,8.4781608581543,10.4356460571289,10.216178894043,6.71027946472168,11
22,6,1985,12430.1103515625,8.79800319671631,7.01051044464111,8.45550537109375,10.4580116271973,10.2319993972778,6.73209142684937,10
22,6,1986,12411.3603515625,8.80302047729492,7.0378270149231,8.43774700164795,10.4375276565552,10.2394952774048,6.74311637878418,12
23,4,1970,19464.98046875,9.16039371490479,7.85207366943359,8.90668106079102,10.6897916793823,10.8236904144287,7.41938066482544,3.29999995231628
23,4,1971,20393.169921875,9.20316982269287,7.90142202377319,8.95718860626221,10.737359046936,10.8579406738281,7.41505479812622,4.90000009536743
23,4,1972,21288.189453125,9.23816108703613,7.93852758407593,9.01223659515381,10.7744693756104,10.9003992080688,7.43844223022461,4.19999980926514
23,4,1973,22079.099609375,9.26086139678955,7.93674945831299,9.07825469970703,10.8114566802979,10.9470977783203,7.4790735244751,3.70000004768372
23,4,1974,22475.349609375,9.27408695220947,7.93292903900146,9.10825824737549,10.8641958236694,10.9161062240601,7.48969173431396,4.5
23,4,1975,22839.3203125,9.29473114013672,7.92833042144775,9.12521553039551,10.9083909988403,10.8954792022705,7.46198511123657,6.19999980926514
23,4,1976,23032.560546875,9.30104446411133,7.93909120559692,9.13543319702148,10.8982887268066,10.9540119171143,7.49431896209717,6.19999980926514
23,4,1977,23236.140625,9.30808448791504,7.97221755981445,9.13884925842285,10.9201526641846,11.0091419219971,7.52929925918579,5.90000009536743
23,4,1978,23393.529296875,9.31832981109619,8.00856494903564,9.13200759887695,10.9493427276611,11.0568246841431,7.57717323303223,5
23,4,1979,23545.19921875,9.32059478759766,8.06287384033203,9.12752056121826,10.9861192703247,11.0718278884888,7.60643720626831,4.5
23,4,1980,23670.640625,9.32880210876465,8.08470153808594,9.12353420257568,11.0253238677979,11.0279951095581,7.58568716049194,7.19999980926514
23,4,1981,23947.150390625,9.33148574829102,8.12431907653809,9.13601398468018,11.0306615829468,11.0435619354248,7.57881021499634,7.69999980926514
23,4,1982,24084.48046875,9.32877254486084,8.16792488098145,9.13789463043213,11.0538539886475,11.0223274230957,7.56132984161377,9.19999980926514
23,4,1983,23957.0390625,9.32246971130371,8.17765045166016,9.12804412841797,11.065185546875,11.0612335205078,7.56889581680298,9.89999961853027
23,4,1984,23782.609375,9.32086372375488,8.17318344116211,9.11266040802002,11.0783205032349,11.1344432830811,7.61712026596069,7.19999980926514
23,4,1985,23761.69921875,9.31778144836426,8.18109607696533,9.1110372543335,11.1092081069946,11.1680383682251,7.64716577529907,6.40000009536743
23,4,1986,23855.970703125,9.32586860656738,8.18686771392822,9.1091775894165,11.1285457611084,11.1931200027466,7.66977548599243,6.09999990463257
24,8,1970,4782.64013671875,8.12334156036377,5.90514373779297,6.95028781890869,9.56943988800049,8.97411155700684,5.29380702972412,5.5
24,8,1971,4956.9599609375,8.16536617279053,5.91725254058838,6.97406721115112,9.57923793792725,8.96559047698975,5.32203388214111,6.30000019073486
24,8,1972,5095.7001953125,8.20460605621338,5.91038990020752,6.97456312179565,9.59764575958252,9.05064105987549,5.3720326423645,6.19999980926514
24,8,1973,5241.43017578125,8.23918724060059,5.88788032531738,6.99789762496948,9.63870620727539,9.0991849899292,5.41253852844238,6.30000019073486
24,8,1974,5420.3798828125,8.26391983032227,6.00760841369629,7.03226232528687,9.67225360870361,9.12434673309326,5.45532131195068,6.69999980926514
24,8,1975,5487.68017578125,8.26497650146484,6.06115388870239,7.06768655776978,9.70183372497559,9.13647842407227,5.47269058227539,6.40000009536743
24,8,1976,5536.4599609375,8.25924873352051,6.1292028427124,7.10184049606323,9.80592918395996,9.16157054901123,5.52585124969482,6.09999990463257
24,8,1977,5628.08984375,8.26522064208984,6.21013832092285,7.12607908248901,9.80917263031006,9.17730045318604,5.57897472381592,6.40000009536743
24,8,1978,5756.9599609375,8.28519344329834,6.25311708450317,7.14882516860962,9.83378219604492,9.26672077178955,5.63621711730957,6.19999980926514
24,8,1979,5871.16015625,8.29403209686279,6.27321672439575,7.20121574401855,9.86599636077881,9.30127716064453,5.64826965332031,5.09999990463257
24,8,1980,5945.22021484375,8.29339218139648,6.28009605407715,7.25419187545776,9.90057563781738,9.31596088409424,5.63621711730957,6.09999990463257
24,8,1981,6004.93017578125,8.2948522567749,6.2805643081665,7.29140424728394,9.86606979370117,9.34084224700928,5.641197681427,6.90000009536743
24,8,1982,6027.25,8.30164813995361,6.27577829360962,7.28974676132202,9.88964080810547,9.30628681182861,5.61203289031982,8.60000038146973
24,8,1983,5967.6298828125,8.29586029052734,6.27404594421387,7.26526880264282,9.89736747741699,9.29752635955811,5.62040090560913,8.80000019073486
24,8,1984,5957.830078125,8.29731464385986,6.2799277305603,7.25204706192017,9.89790725708008,9.28887462615967,5.63871049880981,7.40000009536743
24,8,1985,6024.85009765625,8.30565166473389,6.31618928909302,7.26172351837158,9.91339302062988,9.2421293258667,5.63157033920288,7.69999980926514
